	EX_pro_e	rxn2	EX_gly_e	rxn3	EX_h_e	rxn4	EX_co2_e	rxn5	EX_pi_e	rxn6	EX_adp_c	rxn8	DM_atp_c
37	-953.3372873999501	953.3372873999501	-953.3372873999501	953.3372873999501	953.3372873999501	953.3372873999501	953.3372873999501	953.3372873999501	-953.3372873999501	953.3372873999501	-953.3372873999501	953.3372873999501	953.3372873999501
38	-915.8874871997502	915.8874871997502	-915.8874871997502	915.8874871997502	915.8874871997502	915.8874871997502	915.8874871997502	915.8874871997502	-915.8874871997502	915.8874871997502	-915.8874871997502	915.8874871997502	915.8874871997502
39	-909.6250372996501	909.6250372996501	-909.6250372996501	909.6250372996501	909.6250372996501	909.6250372996501	909.6250372996501	909.6250372996501	-909.6250372996501	909.6250372996501	-909.6250372996501	909.6250372996501	909.6250372996501
40	-865.8876871997502	865.8876871997502	-865.8876871997502	865.8876871997502	865.8876871997502	865.8876871997502	865.8876871997502	865.8876871997502	-865.8876871997502	865.8876871997502	-865.8876871997502	865.8876871997502	865.8876871997502
41	-859.62523729965	859.62523729965	-859.62523729965	859.62523729965	859.62523729965	859.62523729965	859.62523729965	859.62523729965	-859.62523729965	859.62523729965	-859.62523729965	859.62523729965	859.62523729965
42	-840.8377873997501	840.8377873997501	-840.8377873997501	840.8377873997501	840.8377873997501	840.8377873997501	840.8377873997501	840.8377873997501	-840.8377873997501	840.8377873997501	-840.8377873997501	840.8377873997501	840.8377873997501
43	-834.57533749965	834.57533749965	-834.57533749965	834.57533749965	834.57533749965	834.57533749965	834.57533749965	834.57533749965	-834.57533749965	834.57533749965	-834.57533749965	834.57533749965	834.57533749965
44	-928.3873871999502	928.3873871999502	-928.3873871999502	928.3873871999502	928.3873871999502	928.3873871999502	928.3873871999502	928.3873871999502	-928.3873871999502	928.3873871999502	-928.3873871999502	928.3873871999502	928.3873871999502
45	-878.3875871999502	878.3875871999502	-878.3875871999502	878.3875871999502	878.3875871999502	878.3875871999502	878.3875871999502	878.3875871999502	-878.3875871999502	878.3875871999502	-878.3875871999502	878.3875871999502	878.3875871999502
46	-822.02533769985	822.02533769985	-822.02533769985	822.02533769985	822.02533769985	822.02533769985	822.02533769985	822.02533769985	-822.02533769985	822.02533769985	-822.02533769985	822.02533769985	822.02533769985
47	-978.27466270015	978.27466270015	-978.27466270015	978.27466270015	978.27466270015	978.27466270015	978.27466270015	978.27466270015	-978.27466270015	978.27466270015	-978.27466270015	978.27466270015	978.27466270015
48	-890.87496230035	890.87496230035	-890.87496230035	890.87496230035	890.87496230035	890.87496230035	890.87496230035	890.87496230035	-890.87496230035	890.87496230035	-890.87496230035	890.87496230035	890.87496230035
49	-884.6375122002503	884.6375122002503	-884.6375122002503	884.6375122002503	884.6375122002503	884.6375122002503	884.6375122002503	884.6375122002503	-884.6375122002503	884.6375122002503	-884.6375122002503	884.6375122002503	884.6375122002503
50	-965.82466250035	965.82466250035	-965.82466250035	965.82466250035	965.82466250035	965.82466250035	965.82466250035	965.82466250035	-965.82466250035	965.82466250035	-965.82466250035	965.82466250035	965.82466250035
51	-959.5872124002502	959.5872124002502	-959.5872124002502	959.5872124002502	959.5872124002502	959.5872124002502	959.5872124002502	959.5872124002502	-959.5872124002502	959.5872124002502	-959.5872124002502	959.5872124002502	959.5872124002502
52	-940.87476230035	940.87476230035	-940.87476230035	940.87476230035	940.87476230035	940.87476230035	940.87476230035	940.87476230035	-940.87476230035	940.87476230035	-940.87476230035	940.87476230035	940.87476230035
53	-934.6373122002502	934.6373122002502	-934.6373122002502	934.6373122002502	934.6373122002502	934.6373122002502	934.6373122002502	934.6373122002502	-934.6373122002502	934.6373122002502	-934.6373122002502	934.6373122002502	934.6373122002502
54	-922.1374122000503	922.1374122000503	-922.1374122000503	922.1374122000503	922.1374122000503	922.1374122000503	922.1374122000503	922.1374122000503	-922.1374122000503	922.1374122000503	-922.1374122000503	922.1374122000503	922.1374122000503
55	-872.1376122000503	872.1376122000503	-872.1376122000503	872.1376122000503	872.1376122000503	872.1376122000503	872.1376122000503	872.1376122000503	-872.1376122000503	872.1376122000503	-872.1376122000503	872.1376122000503	872.1376122000503
56	-847.0877124000502	847.0877124000502	-847.0877124000502	847.0877124000502	847.0877124000502	847.0877124000502	847.0877124000502	847.0877124000502	-847.0877124000502	847.0877124000502	-847.0877124000502	847.0877124000502	847.0877124000502
57	-984.4996379000497	984.4996379000497	-984.4996379000497	984.4996379000497	984.4996379000497	984.4996379000497	984.4996379000497	984.4996379000497	-984.4996379000497	984.4996379000497	-984.4996379000497	984.4996379000497	984.4996379000497
58	-972.0496377002496	972.0496377002496	-972.0496377002496	972.0496377002496	972.0496377002496	972.0496377002496	972.0496377002496	972.0496377002496	-972.0496377002496	972.0496377002496	-972.0496377002496	972.0496377002496	972.0496377002496
59	-947.0997375002496	947.0997375002496	-947.0997375002496	947.0997375002496	947.0997375002496	947.0997375002496	947.0997375002496	947.0997375002496	-947.0997375002496	947.0997375002496	-947.0997375002496	947.0997375002496	947.0997375002496
60	-990.7121879997499	990.7121879997499	-990.7121879997499	990.7121879997499	990.7121879997499	990.7121879997499	990.7121879997499	990.7121879997499	-990.7121879997499	990.7121879997499	-990.7121879997499	990.7121879997499	990.7121879997499
61	-897.0999375002497	897.0999375002497	-897.0999375002497	897.0999375002497	897.0999375002497	897.0999375002497	897.0999375002497	897.0999375002497	-897.0999375002497	897.0999375002497	-897.0999375002497	897.0999375002497	897.0999375002497
62	-996.9123129992507	996.9123129992507	-996.9123129992507	996.9123129992507	996.9123129992507	996.9123129992507	996.9123129992507	996.9123129992507	-996.9123129992507	996.9123129992507	-996.9123129992507	996.9123129992507	996.9123129992507
63	-801.5845066883761	801.5845066883761	-801.5845066883761	801.5845066883761	801.5845066883761	801.5845066883761	801.5845066883761	801.5845066883761	-801.5845066883761	801.5845066883761	-801.5845066883761	801.5845066883761	801.5845066883761
64	-901.7781813123747	901.7781813123747	-901.7781813123747	901.7781813123747	901.7781813123747	901.7781813123747	901.7781813123747	901.7781813123747	-901.7781813123747	901.7781813123747	-901.7781813123747	901.7781813123747	901.7781813123747
65	-851.7783813123747	851.7783813123747	-851.7783813123747	851.7783813123747	851.7783813123747	851.7783813123747	851.7783813123747	851.7783813123747	-851.7783813123747	851.7783813123747	-851.7783813123747	851.7783813123747	851.7783813123747
66	-826.7284815123746	826.7284815123746	-826.7284815123746	826.7284815123746	826.7284815123746	826.7284815123746	826.7284815123746	826.7284815123746	-826.7284815123746	826.7284815123746	-826.7284815123746	826.7284815123746	826.7284815123746
67	-814.1784817125747	814.1784817125747	-814.1784817125747	814.1784817125747	814.1784817125747	814.1784817125747	814.1784817125747	814.1784817125747	-814.1784817125747	814.1784817125747	-814.1784817125747	814.1784817125747	814.1784817125747
68	-807.8909318128749	807.8909318128749	-807.8909318128749	807.8909318128749	807.8909318128749	807.8909318128749	807.8909318128749	807.8909318128749	-807.8909318128749	807.8909318128749	-807.8909318128749	807.8909318128749	807.8909318128749
69	-804.7408693131251	804.7408693131251	-804.7408693131251	804.7408693131251	804.7408693131251	804.7408693131251	804.7408693131251	804.7408693131251	-804.7408693131251	804.7408693131251	-804.7408693131251	804.7408693131251	804.7408693131251
70	-908.0594310870749	908.0594310870749	-908.0594310870749	908.0594310870749	908.0594310870749	908.0594310870749	908.0594310870749	908.0594310870749	-908.0594310870749	908.0594310870749	-908.0594310870749	908.0594310870749	908.0594310870749
71	-858.0596310870749	858.0596310870749	-858.0596310870749	858.0596310870749	858.0596310870749	858.0596310870749	858.0596310870749	858.0596310870749	-858.0596310870749	858.0596310870749	-858.0596310870749	858.0596310870749	858.0596310870749
72	-833.0097312870748	833.0097312870748	-833.0097312870748	833.0097312870748	833.0097312870748	833.0097312870748	833.0097312870748	833.0097312870748	-833.0097312870748	833.0097312870748	-833.0097312870748	833.0097312870748	833.0097312870748
73	-951.771681187375	951.771681187375	-951.771681187375	951.771681187375	951.771681187375	951.771681187375	951.771681187375	951.771681187375	-951.771681187375	951.771681187375	-951.771681187375	951.771681187375	951.771681187375
74	-926.8217809873752	926.8217809873752	-926.8217809873752	926.8217809873752	926.8217809873752	926.8217809873752	926.8217809873752	926.8217809873752	-926.8217809873752	926.8217809873752	-926.8217809873752	926.8217809873752	926.8217809873752
75	-914.3218809871751	914.3218809871751	-914.3218809871751	914.3218809871751	914.3218809871751	914.3218809871751	914.3218809871751	914.3218809871751	-914.3218809871751	914.3218809871751	-914.3218809871751	914.3218809871751	914.3218809871751
76	-904.9219436871247	904.9219436871247	-904.9219436871247	904.9219436871247	904.9219436871247	904.9219436871247	904.9219436871247	904.9219436871247	-904.9219436871247	904.9219436871247	-904.9219436871247	904.9219436871247	904.9219436871247
77	-876.8219809873751	876.8219809873751	-876.8219809873751	876.8219809873751	876.8219809873751	876.8219809873751	876.8219809873751	876.8219809873751	-876.8219809873751	876.8219809873751	-876.8219809873751	876.8219809873751	876.8219809873751
78	-864.322080987175	864.322080987175	-864.322080987175	864.322080987175	864.322080987175	864.322080987175	864.322080987175	864.322080987175	-864.322080987175	864.322080987175	-864.322080987175	864.322080987175	864.322080987175
79	-854.9221436871246	854.9221436871246	-854.9221436871246	854.9221436871246	854.9221436871246	854.9221436871246	854.9221436871246	854.9221436871246	-854.9221436871246	854.9221436871246	-854.9221436871246	854.9221436871246	854.9221436871246
80	-839.272181187175	839.272181187175	-839.272181187175	839.272181187175	839.272181187175	839.272181187175	839.272181187175	839.272181187175	-839.272181187175	839.272181187175	-839.272181187175	839.272181187175	839.272181187175
81	-829.8722438871246	829.8722438871246	-829.8722438871246	829.8722438871246	829.8722438871246	829.8722438871246	829.8722438871246	829.8722438871246	-829.8722438871246	829.8722438871246	-829.8722438871246	829.8722438871246	829.8722438871246
82	-820.4597314872749	820.4597314872749	-820.4597314872749	820.4597314872749	820.4597314872749	820.4597314872749	820.4597314872749	820.4597314872749	-820.4597314872749	820.4597314872749	-820.4597314872749	820.4597314872749	820.4597314872749
83	-817.3222440873246	817.3222440873246	-817.3222440873246	817.3222440873246	817.3222440873246	817.3222440873246	817.3222440873246	817.3222440873246	-817.3222440873246	817.3222440873246	-817.3222440873246	817.3222440873246	817.3222440873246
84	-811.0346941876248	811.0346941876248	-811.0346941876248	811.0346941876248	811.0346941876248	811.0346941876248	811.0346941876248	811.0346941876248	-811.0346941876248	811.0346941876248	-811.0346941876248	811.0346941876248	811.0346941876248
85	-954.9028936125253	954.9028936125253	-954.9028936125253	954.9028936125253	954.9028936125253	954.9028936125253	954.9028936125253	954.9028936125253	-954.9028936125253	954.9028936125253	-954.9028936125253	954.9028936125253	954.9028936125253
86	-917.4530934123254	917.4530934123254	-917.4530934123254	917.4530934123254	917.4530934123254	917.4530934123254	917.4530934123254	917.4530934123254	-917.4530934123254	917.4530934123254	-917.4530934123254	917.4530934123254	917.4530934123254
87	-883.0781559126754	883.0781559126754	-883.0781559126754	883.0781559126754	883.0781559126754	883.0781559126754	883.0781559126754	883.0781559126754	-883.0781559126754	883.0781559126754	-883.0781559126754	883.0781559126754	883.0781559126754
88	-867.4532934123254	867.4532934123254	-867.4532934123254	867.4532934123254	867.4532934123254	867.4532934123254	867.4532934123254	867.4532934123254	-867.4532934123254	867.4532934123254	-867.4532934123254	867.4532934123254	867.4532934123254
89	-842.4033936123253	842.4033936123253	-842.4033936123253	842.4033936123253	842.4033936123253	842.4033936123253	842.4033936123253	842.4033936123253	-842.4033936123253	842.4033936123253	-842.4033936123253	842.4033936123253	842.4033936123253
90	-976.715306412575	976.715306412575	-976.715306412575	976.715306412575	976.715306412575	976.715306412575	976.715306412575	976.715306412575	-976.715306412575	976.715306412575	-976.715306412575	976.715306412575	976.715306412575
91	-964.2653062127752	964.2653062127752	-964.2653062127752	964.2653062127752	964.2653062127752	964.2653062127752	964.2653062127752	964.2653062127752	-964.2653062127752	964.2653062127752	-964.2653062127752	964.2653062127752	964.2653062127752
92	-958.0278561126754	958.0278561126754	-958.0278561126754	958.0278561126754	958.0278561126754	958.0278561126754	958.0278561126754	958.0278561126754	-958.0278561126754	958.0278561126754	-958.0278561126754	958.0278561126754	958.0278561126754
93	-939.3154060127752	939.3154060127752	-939.3154060127752	939.3154060127752	939.3154060127752	939.3154060127752	939.3154060127752	939.3154060127752	-939.3154060127752	939.3154060127752	-939.3154060127752	939.3154060127752	939.3154060127752
94	-933.0779559126754	933.0779559126754	-933.0779559126754	933.0779559126754	933.0779559126754	933.0779559126754	933.0779559126754	933.0779559126754	-933.0779559126754	933.0779559126754	-933.0779559126754	933.0779559126754	933.0779559126754
95	-929.9529934125253	929.9529934125253	-929.9529934125253	929.9529934125253	929.9529934125253	929.9529934125253	929.9529934125253	929.9529934125253	-929.9529934125253	929.9529934125253	-929.9529934125253	929.9529934125253	929.9529934125253
96	-920.5780559124755	920.5780559124755	-920.5780559124755	920.5780559124755	920.5780559124755	920.5780559124755	920.5780559124755	920.5780559124755	-920.5780559124755	920.5780559124755	-920.5780559124755	920.5780559124755	920.5780559124755
97	-911.1906435122253	911.1906435122253	-911.1906435122253	911.1906435122253	911.1906435122253	911.1906435122253	911.1906435122253	911.1906435122253	-911.1906435122253	911.1906435122253	-911.1906435122253	911.1906435122253	911.1906435122253
98	-889.3156060127751	889.3156060127751	-889.3156060127751	889.3156060127751	889.3156060127751	889.3156060127751	889.3156060127751	889.3156060127751	-889.3156060127751	889.3156060127751	-889.3156060127751	889.3156060127751	889.3156060127751
99	-879.9531934125253	879.9531934125253	-879.9531934125253	879.9531934125253	879.9531934125253	879.9531934125253	879.9531934125253	879.9531934125253	-879.9531934125253	879.9531934125253	-879.9531934125253	879.9531934125253	879.9531934125253
100	-870.5782559124755	870.5782559124755	-870.5782559124755	870.5782559124755	870.5782559124755	870.5782559124755	870.5782559124755	870.5782559124755	-870.5782559124755	870.5782559124755	-870.5782559124755	870.5782559124755	870.5782559124755
101	-861.1908435122252	861.1908435122252	-861.1908435122252	861.1908435122252	861.1908435122252	861.1908435122252	861.1908435122252	861.1908435122252	-861.1908435122252	861.1908435122252	-861.1908435122252	861.1908435122252	861.1908435122252
102	-845.5283561124754	845.5283561124754	-845.5283561124754	845.5283561124754	845.5283561124754	845.5283561124754	845.5283561124754	845.5283561124754	-845.5283561124754	845.5283561124754	-845.5283561124754	845.5283561124754	845.5283561124754
103	-836.1409437122252	836.1409437122252	-836.1409437122252	836.1409437122252	836.1409437122252	836.1409437122252	836.1409437122252	836.1409437122252	-836.1409437122252	836.1409437122252	-836.1409437122252	836.1409437122252	836.1409437122252
104	-823.590943912425	823.590943912425	-823.590943912425	823.590943912425	823.590943912425	823.590943912425	823.590943912425	823.590943912425	-823.590943912425	823.590943912425	-823.590943912425	823.590943912425	823.590943912425
105	-982.9465065876748	982.9465065876748	-982.9465065876748	982.9465065876748	982.9465065876748	982.9465065876748	982.9465065876748	982.9465065876748	-982.9465065876748	982.9465065876748	-982.9465065876748	982.9465065876748	982.9465065876748
106	-979.8340189877249	979.8340189877249	-979.8340189877249	979.8340189877249	979.8340189877249	979.8340189877249	979.8340189877249	979.8340189877249	-979.8340189877249	979.8340189877249	-979.8340189877249	979.8340189877249	979.8340189877249
107	-970.4965063878747	970.4965063878747	-970.4965063878747	970.4965063878747	970.4965063878747	970.4965063878747	970.4965063878747	970.4965063878747	-970.4965063878747	970.4965063878747	-970.4965063878747	970.4965063878747	970.4965063878747
108	-945.5466061878747	945.5466061878747	-945.5466061878747	945.5466061878747	945.5466061878747	945.5466061878747	945.5466061878747	945.5466061878747	-945.5466061878747	945.5466061878747	-945.5466061878747	945.5466061878747	945.5466061878747
109	-892.434318587925	892.434318587925	-892.434318587925	892.434318587925	892.434318587925	892.434318587925	892.434318587925	892.434318587925	-892.434318587925	892.434318587925	-892.434318587925	892.434318587925	892.434318587925
110	-989.1590566873749	989.1590566873749	-989.1590566873749	989.1590566873749	989.1590566873749	989.1590566873749	989.1590566873749	989.1590566873749	-989.1590566873749	989.1590566873749	-989.1590566873749	989.1590566873749	989.1590566873749
111	-967.3840187879248	967.3840187879248	-967.3840187879248	967.3840187879248	967.3840187879248	967.3840187879248	967.3840187879248	967.3840187879248	-967.3840187879248	967.3840187879248	-967.3840187879248	967.3840187879248	967.3840187879248
112	-961.146568687825	961.146568687825	-961.146568687825	961.146568687825	961.146568687825	961.146568687825	961.146568687825	961.146568687825	-961.146568687825	961.146568687825	-961.146568687825	961.146568687825	961.146568687825
113	-942.4341185879248	942.4341185879248	-942.4341185879248	942.4341185879248	942.4341185879248	942.4341185879248	942.4341185879248	942.4341185879248	-942.4341185879248	942.4341185879248	-942.4341185879248	942.4341185879248	942.4341185879248
114	-936.196668487825	936.196668487825	-936.196668487825	936.196668487825	936.196668487825	936.196668487825	936.196668487825	936.196668487825	-936.196668487825	936.196668487825	-936.196668487825	936.196668487825	936.196668487825
115	-923.6967684876251	923.6967684876251	-923.6967684876251	923.6967684876251	923.6967684876251	923.6967684876251	923.6967684876251	923.6967684876251	-923.6967684876251	923.6967684876251	-923.6967684876251	923.6967684876251	923.6967684876251
116	-895.5468061878748	895.5468061878748	-895.5468061878748	895.5468061878748	895.5468061878748	895.5468061878748	895.5468061878748	895.5468061878748	-895.5468061878748	895.5468061878748	-895.5468061878748	895.5468061878748	895.5468061878748
117	-886.1968684878252	886.1968684878252	-886.1968684878252	886.1968684878252	886.1968684878252	886.1968684878252	886.1968684878252	886.1968684878252	-886.1968684878252	886.1968684878252	-886.1968684878252	886.1968684878252	886.1968684878252
118	-873.6969684876251	873.6969684876251	-873.6969684876251	873.6969684876251	873.6969684876251	873.6969684876251	873.6969684876251	873.6969684876251	-873.6969684876251	873.6969684876251	-873.6969684876251	873.6969684876251	873.6969684876251
119	-848.647068687625	848.647068687625	-848.647068687625	848.647068687625	848.647068687625	848.647068687625	848.647068687625	848.647068687625	-848.647068687625	848.647068687625	-848.647068687625	848.647068687625	848.647068687625
120	-995.3653818118752	995.3653818118752	-995.3653818118752	995.3653818118752	995.3653818118752	995.3653818118752	995.3653818118752	995.3653818118752	-995.3653818118752	995.3653818118752	-995.3653818118752	995.3653818118752	995.3653818118752
121	-992.2653193121248	992.2653193121248	-992.2653193121248	992.2653193121248	992.2653193121248	992.2653193121248	992.2653193121248	992.2653193121248	-992.2653193121248	992.2653193121248	-992.2653193121248	992.2653193121248	992.2653193121248
122	-986.0527692124247	986.0527692124247	-986.0527692124247	986.0527692124247	986.0527692124247	986.0527692124247	986.0527692124247	986.0527692124247	-986.0527692124247	986.0527692124247	-986.0527692124247	986.0527692124247	986.0527692124247
123	-973.6027690126245	973.6027690126245	-973.6027690126245	973.6027690126245	973.6027690126245	973.6027690126245	973.6027690126245	973.6027690126245	-973.6027690126245	973.6027690126245	-973.6027690126245	973.6027690126245	973.6027690126245
124	-948.6528688126245	948.6528688126245	-948.6528688126245	948.6528688126245	948.6528688126245	948.6528688126245	948.6528688126245	948.6528688126245	-948.6528688126245	948.6528688126245	-948.6528688126245	948.6528688126245	948.6528688126245
125	-898.6530688126245	898.6530688126245	-898.6530688126245	898.6530688126245	898.6530688126245	898.6530688126245	898.6530688126245	898.6530688126245	-898.6530688126245	898.6530688126245	-898.6530688126245	898.6530688126245	898.6530688126245
126	-998.4592441866262	998.4592441866262	-998.4592441866262	998.4592441866262	998.4592441866262	998.4592441866262	998.4592441866262	998.4592441866262	-998.4592441866262	998.4592441866262	-998.4592441866262	998.4592441866262	998.4592441866262
127	-800.7938378508765	800.7938378508765	-800.7938378508765	800.7938378508765	800.7938378508765	800.7938378508765	800.7938378508765	800.7938378508765	-800.7938378508765	800.7938378508765	-800.7938378508765	800.7938378508765	800.7938378508765
128	-900.9906688374998	900.9906688374998	-900.9906688374998	900.9906688374998	900.9906688374998	900.9906688374998	900.9906688374998	900.9906688374998	-900.9906688374998	900.9906688374998	-900.9906688374998	900.9906688374998	900.9906688374998
129	-850.9908688374998	850.9908688374998	-850.9908688374998	850.9908688374998	850.9908688374998	850.9908688374998	850.9908688374998	850.9908688374998	-850.9908688374998	850.9908688374998	-850.9908688374998	850.9908688374998	850.9908688374998
